,occurences_epa,articles_epa,frac_of_articles_epa,occurences_nepa,articles_nepa,frac_of_articles_nepa,_merge,enrich_in_epa
santo,28,13,0.001727345,90,73,0.00146,both,1.183113153
clay,34,21,0.002790327,145,118,0.00236,both,1.182341893
bass,48,40,0.005314908,296,225,0.0045,both,1.181090737
mississippi,41,27,0.003587563,242,152,0.00304,both,1.180119446
rico,38,19,0.002524581,171,107,0.00214,both,1.179710958
cambridg,40,33,0.004384799,274,186,0.00372,both,1.178709506
athen,46,22,0.0029232,159,124,0.00248,both,1.178709506
chair,50,45,0.005979272,312,254,0.00508,both,1.177022019
samuel,38,31,0.004119054,222,175,0.0035,both,1.176872556
session,31,29,0.003853309,226,164,0.00328,both,1.174789186
clark,52,33,0.004384799,291,187,0.00374,both,1.172406247
easi,20,18,0.002391709,128,102,0.00204,both,1.172406247
theorem,20,9,0.001195854,99,51,0.00102,both,1.172406247
jo,37,30,0.003986181,221,170,0.0034,both,1.172406247
baltimor,33,21,0.002790327,161,119,0.00238,both,1.172406247
centr,195,142,0.018867925,1065,805,0.0161,both,1.171920778
coastal,37,34,0.004517672,228,193,0.00386,both,1.170381365
van,86,56,0.007440872,446,318,0.00636,both,1.169948372
hotel,68,41,0.005447781,471,233,0.00466,both,1.169051722
hospit,82,64,0.008503853,649,364,0.00728,both,1.168111718
netherland,74,55,0.007307999,377,313,0.00626,both,1.167411971
adelaid,20,13,0.001727345,118,74,0.00148,both,1.167125137
metro,30,23,0.003056072,191,131,0.00262,both,1.166439803
politician,252,236,0.031357959,1489,1348,0.02696,both,1.163129046
locomot,22,14,0.001860218,183,80,0.0016,both,1.162636195
championship,590,270,0.035875631,2472,1545,0.0309,both,1.161023662
di,55,36,0.004783417,295,206,0.00412,both,1.161023662
protein,79,36,0.004783417,475,206,0.00412,both,1.161023662
joan,23,11,0.0014616,73,63,0.00126,both,1.159999831
tree,117,56,0.007440872,475,321,0.00642,both,1.159014275
knockout,20,15,0.001993091,98,86,0.00172,both,1.158773616
nepal,48,23,0.003056072,228,132,0.00264,both,1.157603137
open,407,299,0.03972894,2260,1717,0.03434,both,1.156928936
capac,55,47,0.006245017,327,270,0.0054,both,1.15648468
automat,26,24,0.003188945,167,138,0.00276,both,1.155414852
minnesota,55,40,0.005314908,350,230,0.0046,both,1.155414852
warren,23,20,0.002657454,153,115,0.0023,both,1.155414852
franci,52,41,0.005447781,272,236,0.00472,both,1.154190895
del,68,46,0.006112145,346,265,0.0053,both,1.153234824
birmingham,34,21,0.002790327,177,121,0.00242,both,1.153027631
leagu,1007,379,0.050358756,3775,2184,0.04368,both,1.15290193
walker,42,22,0.0029232,193,127,0.00254,both,1.150865974
indonesia,56,31,0.004119054,238,179,0.00358,both,1.150573728
poet,108,71,0.009433962,526,410,0.0082,both,1.150483203
puerto,63,27,0.003587563,244,156,0.00312,both,1.149859973
elev,65,59,0.00783949,393,341,0.00682,both,1.149485303
oxford,64,38,0.005049163,334,220,0.0044,both,1.147537023
junior,70,60,0.007972362,486,348,0.00696,both,1.145454379
hamilton,61,25,0.003321818,200,145,0.0029,both,1.145454379
inter,24,15,0.001993091,91,87,0.00174,both,1.145454379
trek,36,10,0.001328727,105,58,0.00116,both,1.145454379
edit,193,143,0.019000797,1103,832,0.01664,both,1.141874834
race,218,128,0.017007707,1567,745,0.0149,both,1.14145682
russian,294,135,0.017937816,1405,786,0.01572,both,1.141082416
bar,62,51,0.006776508,368,297,0.00594,both,1.14082628
insur,26,17,0.002258836,164,99,0.00198,both,1.14082628
wine,37,17,0.002258836,192,99,0.00198,both,1.14082628
coast,152,119,0.015811852,819,693,0.01386,both,1.14082628
el,76,52,0.006909381,589,303,0.00606,both,1.14016185
retir,240,180,0.023917087,1193,1049,0.02098,both,1.139994634
jean,32,30,0.003986181,223,175,0.0035,both,1.138908925
william,312,220,0.029231996,1664,1287,0.02574,both,1.13566417
dave,26,23,0.003056072,164,135,0.0027,both,1.131878623
pool,33,24,0.003188945,187,141,0.00282,both,1.130831557
lloyd,22,16,0.002125963,129,94,0.00188,both,1.130831557
corp,49,37,0.00491629,296,218,0.00436,both,1.127589494
bowler,20,10,0.001328727,82,59,0.00118,both,1.126039898
antonio,37,32,0.004251927,231,189,0.00378,both,1.124848321
sculptur,26,22,0.0029232,181,130,0.0026,both,1.124307529
colin,19,12,0.001594472,86,71,0.00142,both,1.122867954
rifl,32,15,0.001993091,179,89,0.00178,both,1.119713831
andr,20,18,0.002391709,132,107,0.00214,both,1.117620908
ruin,20,18,0.002391709,122,107,0.00214,both,1.117620908
door,25,22,0.0029232,153,131,0.00262,both,1.115725029
pari,116,74,0.00983258,641,441,0.00882,both,1.114805033
flow,80,56,0.007440872,455,334,0.00668,both,1.113902941
la,222,153,0.020329524,1376,913,0.01826,both,1.11333649
photograph,52,44,0.005846399,383,263,0.00526,both,1.111482728
southeastern,51,48,0.00637789,303,287,0.00574,both,1.111130659
charter,52,29,0.003853309,210,174,0.00348,both,1.107272566
journal,99,71,0.009433962,710,426,0.00852,both,1.107272566
arnold,25,14,0.001860218,114,84,0.00168,both,1.107272566
harrison,26,14,0.001860218,141,84,0.00168,both,1.107272566
napoleon,44,14,0.001860218,124,84,0.00168,both,1.107272566
cub,21,6,0.000797236,60,36,0.00072,both,1.107272566
statist,85,64,0.008503853,480,384,0.00768,both,1.107272566
mexican,91,45,0.005979272,384,270,0.0054,both,1.107272566
morgan,28,18,0.002391709,146,108,0.00216,both,1.107272566
ian,23,21,0.002790327,155,126,0.00252,both,1.107272566
robinson,32,15,0.001993091,119,90,0.0018,both,1.107272566
chess,74,11,0.0014616,164,66,0.00132,both,1.107272566
vessel,40,27,0.003587563,215,163,0.00326,both,1.100479483
hous,548,361,0.047967048,3603,2180,0.0436,both,1.100161641
zealand,146,89,0.011825671,885,538,0.01076,both,1.099040056
excel,39,35,0.004650545,223,212,0.00424,both,1.096826599
oklahoma,39,29,0.003853309,298,176,0.00352,both,1.094689923
southeast,120,105,0.013951634,712,638,0.01276,both,1.093388271
fungi,34,12,0.001594472,83,73,0.00146,both,1.092104449
suburb,52,45,0.005979272,327,274,0.00548,both,1.091108003
algebra,31,11,0.0014616,138,67,0.00134,both,1.09074611
edg,61,45,0.005979272,366,275,0.0055,both,1.087140338
priest,33,28,0.003720436,237,172,0.00344,both,1.081522041
grey,49,34,0.004517672,313,209,0.00418,both,1.080782792
divis,243,201,0.026707414,1737,1236,0.02472,both,1.080397018
grass,22,19,0.002524581,128,117,0.00234,both,1.078880962
situat,141,131,0.017406325,876,807,0.01614,both,1.078458782
legislatur,35,31,0.004119054,230,191,0.00382,both,1.078286373
chamber,52,37,0.00491629,304,228,0.00456,both,1.078133814
texa,162,85,0.01129418,850,524,0.01048,both,1.077688948
hamburg,22,12,0.001594472,109,74,0.00148,both,1.077346281
beach,63,47,0.006245017,515,290,0.0058,both,1.076727116
die,362,299,0.03972894,2147,1845,0.0369,both,1.076665032
ship,115,80,0.010629817,886,494,0.00988,both,1.075892372
roman,305,193,0.025644433,1451,1193,0.02386,both,1.074787621
fleet,39,27,0.003587563,229,167,0.00334,both,1.074120693
baptist,45,16,0.002125963,163,99,0.00198,both,1.073718852
mayor,100,58,0.007706617,544,359,0.00718,both,1.073344995
helen,25,15,0.001993091,112,93,0.00186,both,1.071554096
tunnel,25,15,0.001993091,187,93,0.00186,both,1.071554096
garden,70,51,0.006776508,504,317,0.00634,both,1.068849859
carl,25,23,0.003056072,173,143,0.00286,both,1.068556742
et,42,30,0.003986181,231,187,0.00374,both,1.065823861
domain,26,20,0.002657454,222,125,0.0025,both,1.062981664
australian,304,175,0.023252724,1692,1094,0.02188,both,1.062738752
estat,62,47,0.006245017,422,294,0.00588,both,1.062077768
farm,81,62,0.008238108,556,388,0.00776,both,1.061611842
tournament,184,96,0.01275578,1044,601,0.01202,both,1.061212975
trust,41,35,0.004650545,310,220,0.0044,both,1.056941995
construct,182,143,0.019000797,1142,899,0.01798,both,1.05677404
welsh,39,30,0.003986181,274,189,0.00378,both,1.054545301
accredit,36,16,0.002125963,138,101,0.00202,both,1.052457093
plant,260,132,0.017539197,1238,834,0.01668,both,1.051510638
margin,31,28,0.003720436,228,177,0.00354,both,1.050970571
naval,56,37,0.00491629,331,234,0.00468,both,1.050489358
lectur,38,33,0.004384799,246,209,0.00418,both,1.048995063
playwright,22,18,0.002391709,128,114,0.00228,both,1.048995063
portug,45,26,0.00345469,227,165,0.0033,both,1.046875881
alfr,29,23,0.003056072,164,146,0.00292,both,1.046600097
winter,83,62,0.008238108,494,394,0.00788,both,1.045445164
habitat,70,58,0.007706617,471,369,0.00738,both,1.044257054
graduat,141,127,0.016874834,969,808,0.01616,both,1.044234772
montreal,38,26,0.00345469,219,166,0.00332,both,1.0405694
popul,929,496,0.065904863,3745,3182,0.06364,both,1.035588673
wing,109,65,0.008636726,567,417,0.00834,both,1.035578659
geolog,33,28,0.003720436,203,180,0.0036,both,1.033454395
advisori,21,16,0.002125963,116,103,0.00206,both,1.032021033
gabriel,21,16,0.002125963,130,103,0.00206,both,1.032021033
lane,23,20,0.002657454,163,129,0.00258,both,1.030020992
mine,61,48,0.00637789,557,310,0.0062,both,1.028691932
administr,294,228,0.030294977,1680,1475,0.0295,both,1.026948387
carrier,25,19,0.002524581,197,123,0.00246,both,1.026252622
italian,269,140,0.018602179,1237,908,0.01816,both,1.02434907
scottish,132,67,0.008902471,642,435,0.0087,both,1.023272578
franc,344,209,0.027770396,1693,1361,0.02722,both,1.020220278
taught,40,39,0.005182036,273,254,0.00508,both,1.02008575
sponsor,41,35,0.004650545,246,228,0.00456,both,1.019856311
silver,76,68,0.009035344,553,445,0.0089,both,1.015207207
section,99,82,0.010895562,709,537,0.01074,both,1.014484362
loui,63,55,0.007307999,470,361,0.00722,both,1.012188218
moscow,31,28,0.003720436,265,184,0.00368,both,1.010987995
adjac,36,35,0.004650545,241,230,0.0046,both,1.010987995
street,205,142,0.018867925,1544,934,0.01868,both,1.0100602
alpin,21,12,0.001594472,114,79,0.00158,both,1.009159807
dean,42,34,0.004517672,298,224,0.00448,both,1.008408944
round,120,103,0.013685889,866,679,0.01358,both,1.007797417
walter,34,30,0.003986181,231,198,0.00396,both,1.006611424
cyril,22,20,0.002657454,138,132,0.00264,both,1.006611424
freshwat,20,15,0.001993091,121,99,0.00198,both,1.006611424
duke,64,38,0.005049163,398,251,0.00502,both,1.005809343
colorado,41,33,0.004384799,373,218,0.00436,both,1.005687927
en,21,18,0.002391709,149,119,0.00238,both,1.00491964
athlet,144,97,0.012888653,972,642,0.01284,both,1.003789149
illinoi,77,50,0.006643635,473,331,0.00662,both,1.003570302
dougla,24,19,0.002524581,161,126,0.00252,both,1.001818036
bay,110,88,0.011692798,871,584,0.01168,both,1.001095745
subdivis,19,17,0.002258836,139,113,0.00226,both,0.999484971
michigan,63,47,0.006245017,536,313,0.00626,both,0.997606593
ant,20,9,0.001195854,92,60,0.0012,both,0.99654531
wooden,20,18,0.002391709,137,120,0.0024,both,0.99654531
near,238,220,0.029231996,1628,1467,0.02934,both,0.996318873
bridg,90,52,0.006909381,696,347,0.00694,both,0.995588013
colonel,22,22,0.0029232,198,147,0.00294,both,0.99428557
aka,21,16,0.002125963,119,107,0.00214,both,0.993440807
st,310,251,0.03335105,2368,1680,0.0336,both,0.992590765
merchant,31,23,0.003056072,179,154,0.00308,both,0.992231261
port,86,60,0.007972362,612,402,0.00804,both,0.991587373
northwestern,53,47,0.006245017,350,315,0.0063,both,0.991272583
conductor,28,17,0.002258836,164,114,0.00228,both,0.990717559
eagl,54,24,0.003188945,208,161,0.00322,both,0.990355587
ontario,79,52,0.006909381,515,349,0.00698,both,0.989882638
perth,21,11,0.0014616,126,74,0.00148,both,0.987567424
belgium,36,30,0.003986181,244,202,0.00404,both,0.986678524
faculti,35,30,0.003986181,272,202,0.00404,both,0.986678524
erect,38,20,0.002657454,144,135,0.0027,both,0.984242281
shop,61,45,0.005979272,383,304,0.00608,both,0.983432871
albert,37,33,0.004384799,261,224,0.00448,both,0.978749858
anna,23,19,0.002524581,154,129,0.00258,both,0.978519942
campu,76,39,0.005182036,385,265,0.0053,both,0.977742568
gene,45,35,0.004650545,400,238,0.00476,both,0.977005205
simplifi,23,20,0.002657454,147,136,0.00272,both,0.977005205
chile,39,21,0.002790327,201,143,0.00286,both,0.975638765
semifin,25,21,0.002790327,165,143,0.00286,both,0.975638765
henri,143,84,0.011161307,733,572,0.01144,both,0.975638765
climb,20,16,0.002125963,147,109,0.00218,both,0.975212535
provinci,40,33,0.004384799,312,225,0.0045,both,0.974399858
mountain,201,132,0.017539197,1567,902,0.01804,both,0.972239326
nearbi,58,51,0.006776508,378,349,0.00698,both,0.970846433
paint,80,54,0.007175126,649,370,0.0074,both,0.969611653
qualifi,68,51,0.006776508,454,350,0.007,both,0.968072586
berlin,48,35,0.004650545,367,241,0.00482,both,0.964843315
drum,32,28,0.003720436,241,194,0.00388,both,0.958875212
fold,21,14,0.001860218,128,97,0.00194,both,0.958875212
basebal,141,59,0.00783949,694,409,0.00818,both,0.958372832
seat,162,117,0.015546107,1091,812,0.01624,both,0.957272588
deputi,51,44,0.005846399,378,306,0.00612,both,0.955293979
bulgarian,53,16,0.002125963,215,112,0.00224,both,0.949090771
madagascar,21,12,0.001594472,93,84,0.00168,both,0.949090771
assembl,123,100,0.013287271,970,701,0.01402,both,0.947736861
ncaa,44,33,0.004384799,325,232,0.00464,both,0.944999863
ministri,54,45,0.005979272,456,318,0.00636,both,0.940137085
batsman,34,14,0.001860218,107,99,0.00198,both,0.939503996
build,311,204,0.027106032,2465,1443,0.02886,both,0.939224963
maryland,44,28,0.003720436,313,199,0.00398,both,0.93478287
venezuela,23,16,0.002125963,180,114,0.00228,both,0.932440056
brigad,23,15,0.001993091,211,107,0.00214,both,0.931350757
victoria,76,50,0.006643635,463,357,0.00714,both,0.930481148
boat,30,27,0.003587563,278,193,0.00386,both,0.929420496
landscap,28,27,0.003587563,233,193,0.00386,both,0.929420496
sir,72,65,0.008636726,609,465,0.0093,both,0.928680217
commission,25,19,0.002524581,189,136,0.00272,both,0.928154945
azerbaijan,66,25,0.003321818,213,179,0.00358,both,0.927882039
feet,75,56,0.007440872,678,401,0.00802,both,0.927789482
basin,32,24,0.003188945,252,172,0.00344,both,0.927018893
hill,131,100,0.013287271,1054,717,0.01434,both,0.926587922
shore,46,32,0.004251927,278,230,0.0046,both,0.924331881
flat,22,21,0.002790327,177,151,0.00302,both,0.923949294
limeston,19,10,0.001328727,90,72,0.00144,both,0.922727139
alaska,22,14,0.001860218,162,101,0.00202,both,0.920899956
teacher,61,58,0.007706617,534,419,0.00838,both,0.919644041
midfield,50,40,0.005314908,296,289,0.00578,both,0.919534311
dutch,91,60,0.007972362,628,435,0.0087,both,0.916363503
poetri,40,28,0.003720436,352,203,0.00406,both,0.916363503
mansion,19,12,0.001594472,112,87,0.00174,both,0.916363503
sit,27,27,0.003587563,215,196,0.00392,both,0.915194672
track,189,127,0.016874834,1322,922,0.01844,both,0.915121145
le,66,50,0.006643635,518,363,0.00726,both,0.915101294
meter,33,26,0.00345469,257,189,0.00378,both,0.913939261
cypru,44,10,0.001328727,111,73,0.00146,both,0.910087041
sweden,68,42,0.005580654,397,307,0.00614,both,0.90890126
german,412,203,0.02697316,2164,1485,0.0297,both,0.908187196
park,274,165,0.021923997,2182,1209,0.02418,both,0.90669962
lot,27,18,0.002391709,147,132,0.00264,both,0.905950281
ecuador,26,17,0.002258836,152,125,0.0025,both,0.903534414
cross,99,82,0.010895562,871,603,0.01206,both,0.903446273
jazz,52,39,0.005182036,465,288,0.00576,both,0.89965896
abstract,22,12,0.001594472,103,89,0.00178,both,0.895771065
atp,21,9,0.001195854,107,67,0.00134,both,0.892428635
arizona,44,31,0.004119054,324,231,0.00462,both,0.891570118
germani,286,149,0.019798033,1300,1114,0.02228,both,0.888601144
medal,170,110,0.014615998,1319,824,0.01648,both,0.886893075
marin,149,77,0.010231199,714,577,0.01154,both,0.88658566
virginia,98,60,0.007972362,763,450,0.009,both,0.885818053
herzegovina,21,10,0.001328727,107,75,0.0015,both,0.885818053
facil,70,58,0.007706617,533,436,0.00872,both,0.88378636
grade,54,43,0.005713526,447,324,0.00648,both,0.881717043
forest,121,74,0.00983258,837,558,0.01116,both,0.88105559
compet,191,171,0.022721233,1541,1290,0.0258,both,0.880667948
aviat,32,22,0.0029232,243,166,0.00332,both,0.8804818
baron,28,22,0.0029232,235,166,0.00332,both,0.8804818
brazilian,59,34,0.004517672,313,257,0.00514,both,0.878924527
fine,33,32,0.004251927,281,242,0.00484,both,0.878497243
juan,31,19,0.002524581,239,144,0.00288,both,0.876590782
romanian,37,19,0.002524581,236,144,0.00288,both,0.876590782
austria,36,31,0.004119054,294,235,0.0047,both,0.876394457
nascar,19,5,0.000664364,64,38,0.00076,both,0.874162552
lp,19,13,0.001727345,116,99,0.00198,both,0.872396567
ca,24,16,0.002125963,172,122,0.00244,both,0.871296446
enzym,39,16,0.002125963,320,122,0.00244,both,0.871296446
sr,27,22,0.0029232,241,168,0.00336,both,0.869999873
tall,33,29,0.003853309,236,222,0.00444,both,0.867862282
sandi,25,12,0.001594472,102,92,0.00184,both,0.866561139
buri,35,33,0.004384799,276,254,0.00508,both,0.863149481
amateur,42,33,0.004384799,327,255,0.0051,both,0.859764581
soccer,45,31,0.004119054,412,240,0.0048,both,0.858136239
borough,35,29,0.003853309,286,225,0.0045,both,0.856290785
butterfli,28,18,0.002391709,162,140,0.0028,both,0.854181694
canal,27,19,0.002524581,234,148,0.00296,both,0.852899139
northeast,77,72,0.009566835,617,561,0.01122,both,0.852659088
sampl,28,18,0.002391709,199,141,0.00282,both,0.848123668
villa,27,12,0.001594472,155,94,0.00188,both,0.848123668
graham,24,14,0.001860218,148,110,0.0022,both,0.845553596
archiv,20,16,0.002125963,169,126,0.00252,both,0.843636241
flower,58,41,0.005447781,461,324,0.00648,both,0.840706948
usa,74,73,0.009699708,664,577,0.01154,both,0.840529262
yorkshir,30,21,0.002790327,253,166,0.00332,both,0.8404599
wale,89,69,0.009168217,731,546,0.01092,both,0.839580297
summer,183,150,0.019930906,1442,1187,0.02374,both,0.839549545
hm,20,14,0.001860218,203,111,0.00222,both,0.837935996
beij,23,17,0.002258836,173,135,0.0027,both,0.836605939
colombia,33,19,0.002524581,214,151,0.00302,both,0.835954123
cricket,167,44,0.005846399,865,351,0.00702,both,0.832820392
scotland,86,50,0.006643635,548,400,0.008,both,0.830454425
ukrain,40,22,0.0029232,242,176,0.00352,both,0.830454425
cardin,26,17,0.002258836,205,136,0.00272,both,0.830454425
serbian,49,21,0.002790327,297,168,0.00336,both,0.830454425
till,24,11,0.0014616,97,88,0.00176,both,0.830454425
volunt,26,23,0.003056072,243,186,0.00372,both,0.821524807
olymp,243,128,0.017007707,1665,1036,0.02072,both,0.820835261
amsterdam,20,10,0.001328727,110,81,0.00162,both,0.820201901
wicket,20,9,0.001195854,141,73,0.00146,both,0.819078337
carlo,27,26,0.00345469,239,211,0.00422,both,0.818647016
